track_name,artist_name,genre,lyrics
We Found Love,Rihanna,pop,"[video intro: agyness deyn]it's like you're screaming, and no one can hearyou almost feel ashamed, that someone could be that importantthat without them, you feel like nothingno one will ever understand how much it hurtsyou feel hopeless, like nothing can save youand when it's over and it's goneyou almost wish you could have all that bad stuff backso that you could have the good[verse 1: rihanna]yellow diamonds in the lightand we're standing side by sideas your shadow crosses minewhat it takes to come alive[pre-chorus: rihanna]it's the way i'm feeling, i just can't denybut i've gotta let it go[chorus: rihanna]we found love in a hopeless placewe found love in a hopeless placewe found love in a hopeless placewe found love in a hopeless place"
FRIENDS,Marshmello,pop,"

[intro]
ooh-oh, ooh-woh
ooh-oh, ooh-woh

[verse 1]
you say you love me, i say you crazy
we're nothing more than friends
you're not my lover, more like a brother
i known you since we were like ten, yeah

[refrain]
don't mess it up, talking that shit
only gonna push me away, that's it!
when you say you love me, that make me crazy
here we go again

[pre-chorus]
don't go look at me with that look in your eye
you really ain't going away without a fight
you can't be reasoned with, i'm done being polite
i've told you one, two, three, four, five, six thousand times

[chorus]
haven't i made it obvious?
haven't i made it clear?
want me to spell it out for you?
f-r-i-e-n-d-s
haven't i made it obvious?
haven't i made it clear?
want me to spell it out for you?
f-r-i-e-n-d-s
f-r-i-e-n-d-s

[verse 2]
have you got no shame? you looking insane
turning up at my door
it's two in the morning, the rain is pouring
haven't we been here before?

[refrain]
don't mess it up, talking that shit
only gonna push me away, that's it!
have you got no shame? you looking insane
here we go again

[pre-chorus]
so don't go look at me with that look in your eye
you really ain't going away without a fight
you can't be reasoned with, i'm done being polite
i've told you one, two, three, four, five, six thousand times

[chorus]
haven't i made it obvious? (haven't i made it?)
haven't i made it clear? (haven't i made it clear?)
want me to spell it out for you?
f-r-i-e-n-d-s
haven't i made it obvious?
haven't i made it clear? (haven't i?)
want me to spell it out for you? (to spell it out for you?)
f-r-i-e-n-d-s
f-r-i-e-n-d-s

[bridge]
f-r-i-e-n-d-s
that's how you f****** spell ""friends""
f-r-i-e-n-d-s
get that shit inside your head
no, no, yeah, uh, ah
f-r-i-e-n-d-s
we're just friends

[pre-chorus]
so don't go look at me with that look in your eye
you really ain't going nowhere without a fight
you can't be reasoned with, i'm done being polite
i've told you one, two, three, four, five, six thousand times

[chorus]
haven't i made it obvious? (have i not made it obvious?)
haven't i made it clear? (yeah, i made it very clear)
want me to spell it out for you? (yo)
f-r-i-e-n-d-s (i said f-r-i-e-n-d-s)
haven't i made it obvious? (i made it very obvious)
haven't i made it clear? (i made it very clear)
want me to spell it out for you?
f-r-i-e-n-d-s
f-r-i-e-n-d-s

[outro]
mmm, ooh, ooh, ooh
ah, ah-oh, ah-oh

"
Girls,The 1975,pop,"

[verse 1]
bite your face to spite your nose
seventeen and a half years old
worrying about my brother finding out
where's the fun in doing what you're told?

[pre-chorus]
i said ""no!""
""oh, give it a rest, i could persuade you
i'm not your typical, stoned eighteen year old
give me a night, i'll make you""
""i know you're looking for salvation in the secular age
but, girl, i'm not your saviour""
wrestle to the ground
god help me now

[chorus]
'cause they're just girls breaking hearts
eyes bright, uptight, just girls
but she can't be what you need if she's seventeen
they're just girls
they're just girls

[verse 2]
a pair of frozen hands to hold
oh, she's so southern so she feels the cold
one moment i was tearing off your blouse
now you're living in my house
what happened to just messing around?

[pre-chorus]
i said ""yo, i think you better go, i can't take you""
""you just sit and get stoned with thirty-year-olds and you think you've made it""
""well, shouldn't you be fucking with somebody your age instead of making changes?""
wrestle to the ground
god help me now

[chorus]
'cause they're just girls breaking hearts
eyes bright, uptight, just girls
but she can't be what you need if she's seventeen
they're just girls
they're just girls

[bridge]
i told her from the start
destined to be hard
i told her from the start
i'll break your heart
destined to be hard
break your heart

[pre-chorus]
i said ""yo, i think you better go, i can't take you
i know you're looking for salvation in the secular age
but, girl, i'm not your saviour""
""well, shouldn't you be fucking with somebody your age instead of making changes?""
wrestle to the ground
god help me now

[chorus]
'cause they're just girls breaking hearts
eyes bright, uptight, just girls
but she can't be what you need if she's seventeen
they're just girls
they're just girls
'cause they're just girls breaking hearts
eyes bright, uptight, just girls
but she can't be what you need if she's seventeen
they're just girls
they're just girls
'cause they're just girls

"
We Don't Care,Sigala,pop,"[verse:]too late give her the signi caught you eye, we can't rewindit's too late, you hit the switchshe can't resist, we play a game all night[pre-chorus:]try to keep my composurewould be easy if i was soberbut you keep getting closerand i'm feeling alright[chorus:]ohh well, i'm kinda drunkbut it's kinda fun, even if we know it's wrongbut we don't, we don't carewe don't care, we don't, we don't careoh only for the nightonly for the ride, even if it don't feel rightbut we don't, we don't carewe don't care, we don't, we don't care[post-chorus: instrumental break](even if it) we don't, we don't(even if it, we don't) we don't care(even if it) we don't, we don't(even if it, we don't) we don't"
Hurts So Good,Astrid S,pop,"[verse 1]you fight me off like a firefighterso tell me why you still get burnedyou say you're not, but you're still a liar'cause i'm the one that you run to first[pre-chorus 1]every time, yeah, why do you try to deny itwhen you show up every night andtell me that you want me, but it's complicatedso complicated[chorus]when it hurts, but it hurts so gooddo you take it?do you break it off?when it hurts, but it hurts so goodcan you say it?can you say it?your love is like... (hey, na-na-na, na-na)your love is like... (hey, na-na-na, na-na)it hurts so good (hey, na-na-na, na-na)your love is like... (hey, na-na-na, na-na)it hurts so good[verse 2]every time that i swear it's overit makes you want me even moreyou pull away and i come in closerand all we ever stay is torn"
Unconditionally,Katy Perry,pop,"[verse 1]oh no, did i get too close?oh, did i almost see what's really on the inside?all your insecuritiesall the dirty laundrynever made me blink one time[chorus]unconditional, unconditionallyi will love you unconditionallythere is no fear nowlet go and just be freei will love you unconditionally[verse 2]so come just as you are to medon't need apologiesknow that you are worthyi'll take your bad days with your goodwalk through the storm, i wouldi'd do it all because i love youi love you[chorus]unconditional, unconditionallyi will love you unconditionallythere is no fear nowlet go and just be freei will love you unconditionally"
TOOTIMETOOTIMETOOTIME,The 1975,pop,"[pre-chorus]you wet my eyesbut i don't mind iti tell you liesbut it's only sometimesyou pick a fightand i'll define it[chorus]i swear that i (swear that i)i only called her one timemaybe it was two times?i don't think it was three timesit can't be more than four timesi think we need to rewindyou text that boy sometimesmust be more than three timesi didn't mean to two-time, two-time you[verse]she said that i should have liked iti told her ""i only use it sometimes""except when i need remindingi'm petrified[chorus]but i only called her one timemaybe it was two times?i don't think it was three timesi didn't mean to two-time, two-time you"
All About That Bass,Meghan Trainor,pop,"[chorus]because you know i'm all about that bass'bout that bass, no treblei'm all 'bout that bass, 'bout that bass, no treblei'm all 'bout that bass, 'bout that bass, no treblei'm all 'bout that bass, 'bout that bass[verse 1]yeah, it's pretty clear, i ain't no size twobut i can shake it, shake it, like i'm supposed to do'cause i got that boom boom that all the boys chaseand all the right junk in all the right placesi see the magazines working that photoshopwe know that shit ain't real, come on now, make it stopif you got beauty beauty just raise 'em up'cause every inch of you is perfect from the bottom to the top[pre-chorus]yeah, my momma she told me don't worry about your sizeshe says, boys like a little more booty to hold at night(that booty, booty, uh, that booty booty)you know i won't be no stick-figure, silicone barbie dollso, if that's what's you're into then go ahead and move along[chorus]because you know i'm all about that bass'bout that bass, no treblei'm all 'bout that bass, 'bout that bass, no treblei'm all 'bout that bass, 'bout that bass, no treblei'm all 'bout that bass, 'bout that bass"
You Don't Own Me (feat. G-Eazy),SAYGRACE,pop,"

[intro: grace]
you don't own me
you don't own me

[verse 1: g-eazy]
woah, let's go
but i'm gerald and i can always have just what i want
she's that baddest i would love to flaunt
take her shopping, you know yves saint laurent
but nope, she ain't with it though
all because she got her own dough
boss bossed if you don't know
she could never ever be a broke ho

[verse 2: grace]
you don't own me
i'm not just one of your many toys
you don't own me
don't say i can't go with other boys

[chorus: grace]
don't tell me what to do
and don't tell me what to say
please, when i go out with you
don't put me on display

[verse 3: grace]
you don't own me
don't try to change me in any way
you don't own me
don't tie me down cause i'd never stay

[chorus: grace]
don't tell me what to do
and don't tell me what to say
please, when i go out with you
don't put me on display

[verse 4: g-eazy]
really though, honestly
i get bored of basic bitches
she's the baddest, straight up vicious, texting her and asking her
if she's alone and if she'd sent some pictures, she said no (what)
well goddamn, she said come over and see it for yourself
never asking for your help, independent woman
she ain't for the shelf
no, she's the one
smoke with her till the weed is gone
stayin' up until we see the sun
baddest ever, i swear she do it better than i've ever seen it done
never borrow, she ain't ever loan
that's when she told me she ain't never ever ever ever gonna be owned

[verse 5: grace]
i don't tell you what to say
i don't tell you what to do
so just let me be myself
that's all i ask of you
i'm young and i love to be young
i'm free and i love to be free
to live my life the way i want
to say and do whatever i please

you don't own me
you don't own me
you don't, you don't
you don't own me
you don't own me
you don't own me

"
Never Be Alone / Hey There Delilah - Live Medley,Shawn Mendes,pop,"

[intro] (never be alone)
i love you
woah-oah-oah-oah-oah-oah-oah, oah-oah-oah-oah-oah-oah-oah-oah
new york city sing that out
woah-oah-oah-oah-oah-oah-oah, oah-oah-(oah-oah-oah-oah-oah-oah)

[verse 1]
i promise that one day i'll be around
i'll keep you safe, i'll keep you sound
right now it's pretty crazy
and i don't know how to stop or slow it down

[pre-chorus]
but hey, i know there are some things we need to talk about
but i can't stay, so let me hold you for a little longer now, yeah
sing it out

[chorus]
and take (a piece of my heart and make it all your own
so when) we are apart, you'll never be alone
you'll never be alone, sing!

woah-oah-oah-oah-oah-oah-oah, (oah-oah-), sing it out! (oah-oah-oah-oah-oah-oah)
woah-oah-oah-oah-oah-oah-oah, oah-oah-oah-(oah-oah-oah-oah-oah)

[verse 2]
you'll never be alone
when you miss me close your eyes
i may be far, but never gone
and when you fall asleep tonight, just remember that we lay under the same stars

[pre-chorus]
and hey, i know there are some things we need to talk about, oh
but i can't stay, so let me hold you for a little longer now

[chorus]
and take a piece of my (heart) and make it all your own
so when we are apart, (you'll never be alone)
you'll never be alone, yeah

woah-oah-oah-oah-oah-oah-oah, (oah-), sing! (oah-oah-oah-oah-oah-oah-oah)
woah-oah-oah-oah-oah-oah-oah, oah-oah-oah-oah-oah-oah-oah-oah

[verse 3] (hey there delilah)
hey there delilah
what's it like (in new york city?
i'm a) thousand miles away
but girl, tonight you look so pretty
yes, you do
times square can't shine as bright as you
i swear it's true
hey there delilah
don't you worry about the distance
i'm right there if you get lonely
give this song another listen
close your eyes
listen to my voice, it's my disguise
i'm by your side, sing!

[chorus]
and oh, (it's what you do to me)
oh ohh, it's what you do to me
and oh, it's what you do to me
oh ohh, it's what you do to me
stay with me

[interlude] (never be alone)
woah-oah-oah-oah-oah-oah-oah, oah-oah-oah-oah-oah-oah-oah-oah
can you guys clap your hands along to that?
woah-oah-oah-oah-oah-oah-oah, oah-oah-oah, do no stop clapping, whatever you do, keep on clapping
the goal here is to get every single person in this arena to sing this as loud as they can, can we do that?
new york if there's any city in the world that can do that, it's you guys so let's do it
keep on clapping
alright, here we go
woah-oah-oah-(oah-oah-oah-oah, oah-oah-oah-oah-oah-oah-oah-oah)
beautiful, keep that going!
woah-oah-oah-oah-oah-oah-oah, oah-oah-(oah-oah-oah-oah-oah-oah)
you sound absolutely incredible right now, keep on going, sing it!
woah-oah-oah-oahhh-oahhhh, yeah, sing it out!
woah-oah-oah-oah-oah-oah-oah, oah-oah-nah-ah-ahh-oah-oah-oah
this last one is all you guys, sing
woah-oah-(oah-oah-oah-oah-oah, oah-oah-oah-oah-oah-oah-oah-oah)
you guys are amazing

[outro]
and take a piece of my (heart and make it all your own
so when we are apart, you'll never be alone)
ohh yeah, you'll never be alone

[postlude]
i love you guys to death, thank you so much

"
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,pop,"

ten thousand hours
(b. haggerty, r. lewis, c. mansfield)
macklemore publishing bmi, ryan lewis publishing bmi
produced by ryan lewis for macklemore dba ryan lewis llc
written by macklemore, chris mansfield from fences
additional vocals by lindsey starr of fences
bass by elan wright
recorded and mixed by ryan lewis, ben haggerty
macklemore/ryanlewis studios, seattle, wa
additional recording by benjamin greenspan boston, ma
mastered by sterling sound, new york city, ny
photograph by ben haggerty

can't hold us feat. ray dalton
(b. haggerty, r. lewis)
macklemore publishing bmi, ryan lewis publishing bmi
produced by ryan lewis for macklemore dba ryan lewis llc
written by macklemore
additional vocals by ray dalton, camila recchi, victoria fuangaromya, tyler andrews
trumpet by owuor arunga
trombone by greg kramer
violin by andrew joslyn
recorded and mixed by ryan lewis, ben haggerty
macklemore/ryanlewis studios, seattle, wa
mastered by ""big bass"" brian gardner, hollywood, ca
photograph by kyle johnson

thrift shop feat. wanz
(b. haggert, r. lewis)
macklemore publishing bmi, ryan lewis publishing bmi
written by macklemore, ryan lewis
additional vocals by michael ""wanz"" wansley, brooklyn grinnell
scratches by dv one
recorded and mixed by ryan lewis, ben haggerty
macklemore/ryanlewis studios, seattle, wa
mastered by sterling sound, new york city, ny
photographed by macklemore and ryan lewis

thin line feat. buffalo madonna
(b. haggerty, r. lewis, n. quiroga)
macklemore publishing bmi, ryan lewis publishing bmi
produced by ryan lewis for macklemore dba ryan lewis llc
written by macklemore, buffalo madonna
recorded and mixed by ryan lewis, ben haggerty
macklemore/ryanlewis studios, seattle, wa
mastered by sterling sound, new york city, ny
photographed by thig nat

same love feat. mary lambert
(b. haggerty, r. lewis, m. lambert)
macklemore publishing bmi, ryan lewis publishing bmi
produced by ryan lewis for macklemore dba ryan lewis llc
written by macklemore, mary lambert
piano by josh rawlings
violin by andrew joslyn
cello by natalie hall
trombone by greg kramer
recorded and mixed by ryan lewis, ben haggerty
macklemore/ryanlewis studios, seattle, wa
avast recording co., seattle, wa
mastered by sterling sound, new york city, ny
photograph by kyle johnson

make the money
(b. haggert, r. lewis)
macklemore publishing bmi, ryan lewis publishing bmi
produced by ryan lewis for macklemore dba ryan lewis llc
written by macklemore
piano by noah goldberg
violin by andrew joslyn
trumpet by owuor arunga
mixed and recorded by ryan lewis, ben haggerty
macklemore/ryanlewis studios, seattle, wa
mastered by ""big bass"" brian gardner, hollywood, ca
design by macklemore and ryan lewis

neon cathedral feat. allen stone
(b. haggerty, r. lewis, a. stone)
macklemore publishing bmi, ryan lewis publishing bmi
produced by ryan lewis for macklemore dba ryan lewis llc
written by macklemore, allen stone
wurlitzer by josh rawlings, ryan lewis, noah goldberg
strings by seattle rock orchestra
composed by andrew joslyn, ryan lewis
mixed and recorded by ryan lewis, ben haggerty
macklemore/ryanlewis studios, seattle, wa
additional recording at studio x, seattle, wa
orchestra engineered by reed ruddy
mastered by sterling sound, new york city, ny
illustration by dan black

bombom feat. the teaching
(r. lewis)
ryan lewis publishing bmi
produced by ryan lewis for macklemore dba ryan lewis llc
piano by josh rawlings
bass by evan flory-barnes
drums, percussion by jeremy jones
electric bass by elan wright
trumpet by josh ""budo"" karp
mixed and recorded by ryan lewis, ben haggerty
macklemore/ryanlewis studios, seattle, wa
avast recording co., seattle, wa
mastered by sterling sound, new york city, ny
photograph by ryan lewis

white walls feat. schoolboy q & hollis
(b. haggerty, r. lewis, q. hanley, h. wear)
macklemore publishing bmi, ryan lewis publishing bmi
written by macklemore, schoolboy q, hollis
additional vocals by schoolboy q, hollis
mixed and recorded by ryan lewis, ben haggerty
macklemore/ryanlewis studios, seattle, wa
mastered by sterling sound, new york city, ny
illustration by jordan nicholson

jimmy iovine feat. ab-soul
(b. haggerty, r. lewis, h. stevens iv)
macklemore publishing bmi, ryan lewis publishing bmi
written by macklemore, ab-soul
mixed and recorded by ryan lewis, ben haggerty
macklemore/ryanlewis studios, seattle, wa
mastered by sterling sound, new york city, ny
illustration by derek erdman

wing$
(b. haggerty, r. lewis, h. wear)
macklemore publishing bmi, ryan lewis publishing bmi
produced by ryan lewis for macklemore dba ryan lewis llc
written by macklemore, hollis
composed by ryan lewis, andrew joslyn
choir vocals by denny middle school choir, sonny byers
additional vocals by ray dalton, camila recchio
piano, b3 organ by noah goldberg
violin, viola, percussion by andrew joslyn
cello by danah olivetree
trumpet by owuor arunga
bass guitar by zach fleury
engineered by ryan lewis, pete stewart, amos miller
recorded and mixed by ryan lewis, ben haggerty
photograph by ryan lewis

a wake feat. evan roman
(b. haggerty, r. lewis, e. roman)
macklemore publishing bmi, ryan lewis publishing bmi
produced by ryan lewis for macklemore dba ryan lewis llc
written by macklemore, evan roman
additional vocals by evan roman
mixed and recorded by ryan lewis, ben haggerty
macklemore/ryanlewis studios, seattle, wa
mastered by sterling sound, new york city, ny
design by jenna derosa

gold feat. eighty4 fly
(b. haggerty, d. taylor, r. lewis)
macklemore publishing bmi, ryan lewis publishing bmi
produced by ryan lewis for macklemore dba ryan lewis llc
written by macklemore, eighty4 fly
additional vocals by eighty4 fly
design by macklemore

starting over feat. ben bridwell of band of horses
(b. haggerty, r. lewis, b. bridwell)
macklemore publishing bmi, ryan lewis publishing bmi
produced by ryan lewis for macklemore dba ryan lewis llc
written by macklemore, ben bridwell, ryan lewis
additional vocals by ben bridwell
guitar, trumpet by josh ""budo"" karp
bass guitar by elan wright
violin by andrew joslyn
mixed and recorded by ryan lewis, ben haggerty
macklemore/ryanlewis studios, seattle, wa
additional recording at perfect sound studios, los angeles, ca
mastered by sterling sound, new york city, ny
illustration by stacey rozich

cowboy boots
(b. haggerty, r. lewis)
macklemore publishing bmi, ryan lewis publishing bmi
produced by ryan lewis for macklemore dba ryan lewis llc
written by macklemore
additional vocals by andrew joslyn, ray dalton, banjamin verdoes, buffalo madonna, ryan lewis, ryan lewis, mark isakson, tim haggerty, noah goldberg
banjo by mark isakson
mixed and recorded by ryan lewis, ben haggerty
macklemore/ryanlewis studios, seattle, wa
select recordings engineered by pete stewart at orbit audio, seattle, wa
mastered by sterling sound, new york city, ny
photograph by zoe rain baxter

castle
(b. haggerty, r. lewis)
macklemore publishing bmi, ryan lewis publishing bmi
produced by ryan lewis for macklemore dba ryan lewis llc
written by raven bowie
additional vocals by ryan lewis, noah goldberg
additional synth, bass by joshua rule dobson
additional bass by josh ""budo"" karp
mixed and recorded by ryan lewis, ben haggerty
macklemore/ryanlewis studios, seattle, wa
mastered by sterling sound, new york city, ny
photograph by jason koenig

my oh my
(b. haggerty, r. lewis)
macklemore publishing bmi, ryan lewis publishing bmi
produced by ryan lewis for macklemore dba ryan lewis llc
dave neihaus game call courtesy of the seattle mariners and major league baseball
additional production by noah goldberg
written by macklemore
piano by noah goldberg
trumpet by owuor arunga
trombone by greg kramer
violin by andrew joslyn
cello by dana albaum
mixed and recorded by ryan lewis, ben haggerty
macklemore/ryanlewis studios, seattle, wa
select recordings engineered by pete stewart at orbit audio, seattle, wa
illustration by bobby silver

victory lap
(b. haggerty, r. lewis)
macklemore publishing bmi, ryan lewis publishing bmi
written by macklemore
additional vocals by owuor arunga, camila recchi
mixed and recorded by ryan lewis, ben haggerty
macklemore/ryanlewis studios, seattle, wa
mastered by ""big bass"" brian gardner, hollywood, ca
illustration by jenna derosa

-

all songs written by ben haggerty
produced by ryan lewis
mixed & recorded by ryan lewis, ben haggerty
macklemore/ryan lewis studios seattle, wa
managed by zach quillen

thank you
family, friends & fans

-

©2012 macklemore & ryan lewis llc

"
Chandelier,Sia,pop,"

[verse 1]
party girls don't get hurt
can't feel anything, when will i learn?
i push it down, push it down
i'm the one ""for a good time call""
phone's blowin' up, ringin' my doorbell
i feel the love, feel the love

[pre-chorus]
one, two, three, one, two, three, drink
one, two, three, one, two, three, drink
one, two, three, one, two, three, drink
throw 'em back till i lose count

[chorus]
i'm gonna swing from the chandelier
from the chandelier
i'm gonna live like tomorrow doesn't exist
like it doesn't exist
i'm gonna fly like a bird through the night
feel my tears as they dry
i'm gonna swing from the chandelier
from the chandelier

[post-chorus]
but i'm holding on for dear life
won't look down, won't open my eyes
keep my glass full until morning light
'cause i'm just holding on for tonight
help me, i'm holding on for dear life
won't look down, won't open my eyes
keep my glass full until morning light
'cause i'm just holding on for tonight
on for tonight

[verse 2]
sun is up, i'm a mess
gotta get out now, gotta run from this
here comes the shame, here comes the shame

[pre-chorus]
one, two, three, one, two, three, drink
one, two, three, one, two, three, drink
one, two, three, one, two, three, drink
throw 'em back till i lose count

[chorus]
i'm gonna swing from the chandelier
from the chandelier
i'm gonna live like tomorrow doesn't exist
like it doesn't exist
i'm gonna fly like a bird through the night
feel my tears as they dry
i'm gonna swing from the chandelier
from the chandelier

[post-chorus]
but i'm holding on for dear life
won't look down, won't open my eyes
keep my glass full until morning light
'cause i'm just holding on for tonight
help me, i'm holding on for dear life
won't look down, won't open my eyes
keep my glass full until morning light
'cause i'm just holding on for tonight
on for tonight

[outro]
on for tonight
'cause i'm just holding on for tonight
oh, i'm just holding on for tonight
on for tonight, on for tonight
'cause i'm just holding on for tonight
'cause i'm just holding on for tonight
oh, i'm just holding on for tonight
on for tonight, on for tonight

"
Solo Dance,Martin Jensen,pop,"[verse 1]in the faded light you touch my bodyi can feel your hands on my skinthink you got me right where you want mebut you're just in my way[pre-chorus]i came to party on my owndon't need nobody in my zonei get down to the beat, i lose controleh-oh, i go so-, solo[chorus]boy, you can cool it downnot here to fool aroundjust wanna dance, dance, dancedance, dance, dancei know you want mebut i don't care, babyjust wanna dance, dance, dancedance, dance, dance[post-chorus](dance, dance, dance)dance, dance, dance(dance, dance, dance)"
Don't Leave,Snakehips,pop,"[verse 1]you know menow and then, i'm a messplease don't hold that against mei'm a girl with a temper and heati know i can be crazy[pre-chorus 1]but i'm not just a fuck-up, i'm the fuck-up you needi don't hear nobody when you focus on meperfectly imperfect, yeah, i hope that you seetell me you see'cause i know that you've been thinking 'bout it[chorus]don't leaveshut your mind off and let your heart breatheyou don't need to be worriedi may not ever get my shit togetherbut ain't nobody gonna love you betterdon't gowhat we have here is irreplaceableno, i won't trade this for nothingi may not ever get my shit togetherbut ain't nobody gonna love you better than me, yeahlove you better than me (oh, whoa-oh)"
Black Beatles,Rae Sremmurd,pop,"[intro: swae lee & gucci mane]black beatles in the citybe back immediately to confiscate the moneys(ear drummers)rae sremm, guwop, mike will!i sent flowers, but you said you didn't receive 'embut you said you didn't need 'em (mike will made-it!)[chorus: swae lee]that girl is a real crowd pleaser (oh yeah)small world, all her friends know of me (know me)young bull livin' like an old geezer (ah)quick release the cash, watch it fall slowly (slowly)frat girls still tryna get even (get even)haters mad for whatever reason (yeah, yeah)smoke in the air, binge drinking (oh, oh)they lose it when the dj drops the needle (remember)[verse 1: swae lee]getting so gone i'm not blinkin'what in the world was i thinkin'?new day, new money to be madethere is nothin' to explaini'm a fuckin' black beatle, cream seats in the regalrockin' john lennon lenses, like to see ‘em spread eagletook a bitch to the club and let her party on the tablescreamin', ""everybody's famous!""like clockwork, i blow it alland get some moreget you somebody that can do bothblack beatles got the babes belly rollin'she think she love me, i think she trollin'"
Want To,Dua Lipa,pop,"[verse 1]i'm young for tonight, it's all under my controli won't hesitate, it's my turn to make that calli just want a touch, i ain't here for love no moreokay, yeah[chorus]i won't stop, nah, noguess what?eh la, eh la, it's my bodyride a golden lighteh la, eh la, it's my bodyi'll dance if i want to[post-chorus]eh la, eh la, it's my bodyeh la, eh la, it's my body[verse 2]some people do, but some, they just like to talk, okaysome shoot the breeze, but some like to leave a mark, okaysome need the light, and some people like the darkokay, yeah[chorus]i won't stop, nah, noguess what?eh la, eh la, it's my bodyride a golden lighteh la, eh la, it's my bodyi'll dance if i want to"
My Blood,Twenty One Pilots,pop,"

[verse 1]
when everyone you thought you knew
deserts your fight, i'll go with you
you're facin' down a dark hall
i'll grab my light

[refrain]
and go with you, i'll go with you
i'll go with you, i'll go with you
i'll go with you, i'll go with you
i'll go with you, i'll go with you

[verse 2]
surrounded and up against a wall
i'll shred 'em all and go with you
when choices end, you must defend
i'll grab my bat

[refrain]
and go with you, i'll go with you
i'll go with you, i'll go with you, yeah

[chorus]
stay with me, no, you don't need to run
stay with me, my blood, you don't need to run
stay with me, no, you don't need to run
stay with me, my blood, you don't need to run

[verse 3]
if there comes a day
people posted up at the end of your driveway
they're callin' for your head and they're callin' for your name
i'll bomb down on 'em, i'm comin' through
did they know i was grown with you?
if they're here to smoke, know i'll go with you
just keep it outside, keep it outside, yeah

[chorus]
stay with me, no, you don't need to run
stay with me, my blood, you don't need to run
stay with me, no, you don't need to run
stay with me, my blood, you don't need to run
(ooh-ooh, ooh-ooh)
you don't need to run
(ooh-ooh, ooh-ooh)
you don't need to run
(ooh-ooh, ooh-ooh)
you don't need to run
(ooh-ooh, ooh-ooh)
you don't need to run

[verse 4]
if you find yourself in a lion's den
i'll jump right in and pull my pin

[refrain]
and go with you, i'll go with you
i'll go with you, i'll go with you
(you don't need to run)
i'll go with you, i'll go with you
(you don't need to run)
i'll go with you
my blood, i'll go with you, yeah

[chorus]
stay with me, no, you don't need to run
stay with me, my blood, you don't need to run
stay with me, no, you don't need to run
stay with me, my blood, you don't need to run
(ooh-ooh, ooh-ooh)
you don't need to run
(ooh-ooh, ooh-ooh)
you don't need to run
(ooh-ooh, ooh-ooh)
you don't need to run
(ooh-ooh, ooh-ooh)
you don't need to run
stay with me, no, you don't need to run
stay with me, my blood

"
All The Way Up,Fat Joe,pop,"[intro]this isedsclusivego, go[hook: infa-red]nothin' can stop me, i'm all the way upall the way upi'm all the way upi'm all the way upnothin' can stop me, i'm all the way up[refrain: french montana & infa-red]shorty what you want? shorty what you need?my niggas run the game, we ain't ever leavin'countin' up this money, we ain't never sleepin'you got v12, i got 12 vsgot bottles, got weed, got molly (i'm all the way up)shorty what you want? i got what you needshorty what you want? i got what you needshorty what you want? i got what you need[hook: infa-red]i'm all the way upi'm all the way upi'm all the way upall the way upnothin' can stop me, i'm all the way up"
One Call Away,Charlie Puth,pop,"[chorus]i'm only one call awayi'll be there to save the daysuperman got nothing on mei'm only one call away[verse 1]call me, baby, if you need a friendi just wanna give you lovec'mon, c'mon, c'monreaching out to you, so take a chance[pre-chorus]no matter where you goyou know you're not alone[chorus]i'm only one call awayi'll be there to save the daysuperman got nothing on mei'm only one call away[verse 2]come along with me and don't be scaredi just wanna set you freec'mon, c'mon, c'monyou and me can make it anywherebut for now, we could stay here for a while (hey)'cause you know, i just wanna see you smile"
Perfect,Ed Sheeran,pop,"[verse 1]i found a love for meoh darling, just dive right in and follow my leadwell, i found a girl, beautiful and sweetoh, i never knew you were the someone waiting for me'cause we were just kids when we fell in lovenot knowing what it wasi will not give you up this timebut darling, just kiss me slow, your heart is all i ownand in your eyes, you're holding mine[chorus]baby, i'm dancing in the dark with you between my armsbarefoot on the grass, listening to our favourite songwhen you said you looked a mess, i whispered underneath my breathbut you heard it, darling, you look perfect tonight[verse 2]well i found a woman, stronger than anyone i knowshe shares my dreams, i hope that someday i'll share her homei found a love, to carry more than just my secretsto carry love, to carry children of our ownwe are still kids, but we're so in lovefighting against all oddsi know we'll be alright this timedarling, just hold my handbe my girl, i'll be your mani see my future in your eyes"
Say Something,A Great Big World,pop,"[intro: a great big world]say something, i'm giving up on youi'll be the one, if you want me toanywhere, i would've followed yousay something, i'm giving up on you[verse 1: a great big world & christina aguilera]and i... am feeling so smallit was over my headi know nothing at all[verse 2: a great big world & christina aguilera]and i will stumble and falli'm still learning to lovejust starting to crawl[chorus: a great big world & christina aguilera]say something, i'm giving up on youi'm sorry that i couldn't get to youanywhere, i would've followed yousay something, i'm giving up on you[verse 3: a great big world & christina aguilera]and i will swallow my prideyou're the one that i loveand i'm saying goodbye"
